('Q108941', 'Фишер', 'PERSON')	Pred: ('Q2640102', 'Фишер')
('Q92764', 'Сергей Брин', 'PERSON')	Pred: ('Q92764', 'Сергей Брин')
('Q30185', 'мэру', 'PROFESSION')	Pred: ('Q308987', 'Куру')
('Q39984', 'Канне', 'CITY')	Pred: ('Q267605', 'Кан Герман')
('Q41583', 'тренер', 'PROFESSION')	Pred: ('Q7755', 'Конституция')
('Q145', 'британской', 'COUNTRY')	Pred: ('Q38272', 'Британские')
('Q487882', 'Демис Руссос', 'PERSON')	Pred: ('Q487882', 'Демис Руссос')
('Q1195092', 'Нур Отан', 'ORGANIZATION')	Pred: ('Q1195092', 'Нур Отан')
('Q3455803', 'режиссёра', 'PROFESSION')	Pred: ('Q2130145', 'Вердалсёра')
('Q836', 'Мьянмы', 'COUNTRY')	Pred: ('Q1094892', 'Лемья')
('Q5466', 'Чувашии', 'STATE_OR_PROVINCE')	Pred: ('Q5466', 'Чувашия')
('Q11701', 'Палаты представителей США', 'ORGANIZATION')	Pred: ('Q912994', 'Спикер Палаты представителей США')
('Q1209571', 'Президент Филиппин', 'PROFESSION')	Pred: ('Q269860', 'Президент Филиппин')
('Q46809', 'Раулем', 'PERSON')	Pred: ('Q14917741', 'Раурос')
('Q24997', 'Чивьяско', 'CITY')	Pred: ('Q24997', 'Чивьяско')
('Q35565', 'татарских', 'NATIONALITY')	Pred: ('Q1976251', 'Русские Казахстана')
('Q1922067', 'Президент Турции', 'PROFESSION')	Pred: ('Q216984', 'Президент Турции')
('Q4396', 'ВО Свобода', 'ORGANIZATION')	Pred: ('Q4396', 'ВО Свобода')
('Q653368', 'окружной прокурор', 'PROFESSION')	Pred: ('Q31028445', 'Рядовой полиции')
('Q3791296', 'Андреем Хржановским', 'PERSON')	Pred: ('Q718008', 'Арье Дворецкий')
('Q846570', 'американка', 'NATIONALITY')	Pred: ('Q2407862', 'Американа')
('Q219615', 'Университет Барселоны', 'ORGANIZATION')	Pred: ('Q219615', 'Университет Барселоны')
('Q11256', 'Фидель', 'PERSON')	Pred: ('Q11256', 'Фидель')
('Q42952392', 'ФУПМ', 'ORGANIZATION')	Pred: ('Q1984320', 'ФГМ')
('Q4080032', 'Бачинского', 'PERSON')	Pred: ('Q4840112', 'Бачевский')
('Q730065', 'Накамура', 'PERSON')	Pred: ('Q18710354', 'Накамура')
('Q30461', 'президенты', 'PROFESSION')	Pred: ('Q30461', 'Президенты')
('Q7755', 'конституцией', 'LAW')	Pred: ('Q679627', 'Книга конституций')
('Q2625835', 'Аману Тулееву', 'PERSON')	Pred: ('Q1196160', 'Туда Мену')
('Q46', 'европейских', 'LOCATION')	Pred: ('Q158776', 'Граб европейский')
('Q912340', 'Гражданскую оборону', 'ORGANIZATION')	Pred: ('Q10427676', 'Гражданская оборона')
('Q15910733', 'народный поэт Чувашии', 'PROFESSION')	Pred: ('Q5466', 'Театры Чувашии')
('Q130311', 'Джордж Майкл', 'PERSON')	Pred: ('Q130311', 'Джордж Майкл')
('Q1140429', 'ГИМ', 'ORGANIZATION')	Pred: ('Q1140429', 'ГИМ')
('Q40495', 'Мушарраф', 'PERSON')	Pred: ('Q40495', 'Мушарраф')
('Q741', 'Ярослав Минников', 'PERSON')	Pred: ('Q16447994', 'Владимир Мушников')
('Q36834', 'Композитор', 'PROFESSION')	Pred: ('Q36834', 'Композитор')
('Q183', 'Германию', 'COUNTRY')	Pred: ('Q7318', 'Германия')
('Q2462658', 'менеджера', 'PROFESSION')	Pred: ('Q847028', 'Градска')
('Q1294787', 'мастера', 'PROFESSION')	Pred: ('Q954937', 'Гиа')
('Q43', 'турецкой', 'COUNTRY')	Pred: ('Q18172915', 'Грецкая')
('Q30', 'американский', 'COUNTRY')	Pred: ('Q4398274', 'Россия 1-Урал')
('Q131210', 'Днестр', 'LOCATION')	Pred: ('Q856803', 'Днестр')
('Q47740', 'мусульманским', 'RELIGION')	Pred: ('Q189594', 'Исламское искусство')
('Q207405', 'Жа Жа Габор', 'PERSON')	Pred: ('Q207405', 'Жа Жа Габор')
('Q487882', 'Руссос', 'PERSON')	Pred: ('Q487882', 'Руссос')
('Q727600', 'Азиатской федерации футбола', 'ORGANIZATION')	Pred: ('Q1154453', 'Федерация футбола Западной Азии')
('Q1394102', 'Виталий Чуркин', 'PERSON')	Pred: ('Q1394102', 'Виталий Чуркин')
('Q683399', 'Дыховичного', 'PERSON')	Pred: ('Q4171626', 'Дымов')
('Q158870', "'Süddeutsche Zeitung", 'ORGANIZATION')	Pred: ('Q12163622', 'Украинский журнал')
('Q40348', 'адвокат', 'PROFESSION')	Pred: ('Q40348', 'Адвокат')
('Q1749380', 'Александр Панайотов', 'PERSON')	Pred: ('Q1749380', 'Александр Панайотов')
('Q806693', 'Bank of Montreal', 'ORGANIZATION')	Pred: ('Q334501', 'Банковский перевод')
('Q356016', 'министра по делам образования и искусства', 'PROFESSION')	Pred: ('Q1583546', 'Министерство образования исследований молодежи и спорта')
('Q35572', 'Союз европейских футбольных ассоциаций', 'ORGANIZATION')	Pred: ('Q35572', 'Союз европейских футбольных ассоциаций')
('Q2390550', 'Законодательного собрания Петербурга', 'ORGANIZATION')	Pred: ('Q2390550', 'Законодательное собрание Петербурга')
('Q464791', 'Образцовой', 'PERSON')	Pred: ('Q181916', 'Образец')
('Q439054', 'Леонард Пелтиер', 'PERSON')	Pred: ('Q439054', 'Леонард Пелтиер')
('Q36117', 'Борнео', 'LOCATION')	Pred: ('Q36117', 'Борнео')
('Q4534804', 'Михаила Юревича', 'PERSON')	Pred: ('Q32360927', 'Юрьевичи')
('Q64266', 'Яна Веллена', 'PERSON')	Pred: ('Q23543', 'Селена')
('Q679', 'Западе', 'LOCATION')	Pred: ('Q582033', 'Золотое')
('Q12826225', 'лорда', 'PROFESSION')	Pred: ('Q1862822', 'Роберта')
('Q212', 'Украина', 'COUNTRY')	Pred: ('Q212', 'Украина')
('Q4125082', 'Елена Воробей', 'PERSON')	Pred: ('Q4125082', 'Елена Воробей')
('Q44015', 'Иоанна Богослова', 'PERSON')	Pred: ('Q1245538', 'Дом Иоанна Богослова')
('Q1780608', 'Компартию Казахстана', 'ORGANIZATION')	Pred: ('Q348950', 'Армия Казахстана')
('Q4426089', 'Соборной площади', 'FACILITY')	Pred: ('Q2252810', 'Соборная площадь')
('Q6563', 'Красноярском крае', 'STATE_OR_PROVINCE')	Pred: ('Q4248492', 'Курковое')
('Q355113', 'Аделина Сотникова', 'PERSON')	Pred: ('Q355113', 'Аделина Сотникова')
('Q15180', 'СССР', 'COUNTRY')	Pred: ('Q15180', 'СССР')
('Q612907', 'Орденом Александра Невского', 'AWARD')	Pred: ('Q11798924', 'Орден Александра Невского')
('Q30547', 'Терезу', 'PERSON')	Pred: ('Q2081481', 'Тезору')
('Q1837906', 'мэр столицы', 'PROFESSION')	Pred: ('Q4158455', 'День столицы')
('Q1650915', 'исследователей', 'PROFESSION')	Pred: ('Q41183', 'Халап')
('Q7191', 'Нобелевские премии', 'AWARD')	Pred: ('Q7191', 'Нобелевские премии')
('Q597', 'лиссабонского', 'CITY')	Pred: ('Q40965', 'Романьезе')
('Q40629', 'Myspace', 'PRODUCT')	Pred: ('Q4051576', 'Тонис')
('Q947873', 'телеведущей', 'PROFESSION')	Pred: ('Q467076', 'Телеведущий')
('Q686887', 'Венский симфонический оркестр', 'ORGANIZATION')	Pred: ('Q686887', 'Венский симфонический оркестр')
('Q15253558', 'активиста', 'PROFESSION')	Pred: ('Q72823', 'Документа')
('Q2962070', 'художником-постановщиком', 'PROFESSION')	Pred: ('Q4070308', 'Арт-конституция')
('Q311440', 'Антониу Мануэл ди Оливейра Гутерреш', 'PERSON')	Pred: ('Q543349', 'Мануэл Антониу Пина')
('Q173', 'Алабама', 'STATE_OR_PROVINCE')	Pred: ('Q173', 'Алабама')
('Q1049714', 'Каслтоне', 'CITY')	Pred: ('Q971757', 'Хакемони')
('Q1930187', 'журналиста', 'PROFESSION')	Pred: ('Q11030', 'Журналистика')
('Q740638', 'Рэнди Шекман', 'PERSON')	Pred: ('Q740638', 'Рэнди Шекман')
('Q134958', 'Шевченко', 'PERSON')	Pred: ('Q1846349', 'Шевченко')
('Q5043', 'Христианско', 'RELIGION')	Pred: ('Q5043', 'Христианский')
('Q236421', 'Джанет Рено', 'PERSON')	Pred: ('Q43697', 'Жан Рено')
('Q34316', 'Doctor Who', 'WORK_OF_ART')	Pred: ('Q959320', 'Доктор прав')
('Q159', 'России', 'COUNTRY')	Pred: ('Q218295', 'Президент России')
('Q151564', 'Фредерик Сенгер', 'PERSON')	Pred: ('Q151564', 'Фредерик Сенгер')
('Q2630', 'Иваново', 'CITY')	Pred: ('Q2631158', 'Иваново')
('Q9317276', 'Мастер спорта России', 'AWARD')	Pred: ('Q9317276', 'Мастер спорта России')
('Q190752', 'Верховный суд', 'ORGANIZATION')	Pred: ('Q190752', 'Верховный суд')
('Q18066676', 'Моторолу', 'PERSON')	Pred: ('Q18066676', 'Моторола')
('Q145', 'Великобритании', 'COUNTRY')	Pred: ('Q21', 'Англия')
('Q1346607', 'Михаила Гуцериева', 'PERSON')	Pred: ('Q4417625', 'Серикова')
('Q3479716', 'Сергей Бунтман', 'PERSON')	Pred: ('Q3479716', 'Сергей Бунтман')
('Q13218630', 'Член Палаты представителей США', 'PROFESSION')	Pred: ('Q56356011', 'Резолюция 758 Палаты представителей США')
('Q488205', 'исполнителя авторской песни', 'PROFESSION')	Pred: ('Q4128166', 'Второй канал авторской песни')
('Q157835', 'Запорожье', 'CITY')	Pred: ('Q157835', 'Запорожье')
('Q598084', 'Ford Explorer', 'PRODUCT')	Pred: ('Q602481', 'Автокарта')
('Q4482390', 'Марк Фейгин', 'PERSON')	Pred: ('Q4482390', 'Марк Фейгин')
('Q128121', 'Мик Джаггер', 'PERSON')	Pred: ('Q128121', 'Мик Джаггер')
('Q2390550', 'Законодательного Собрания Санкт-Петербурга', 'ORGANIZATION')	Pred: ('Q2390550', 'Законодательное Собрание Санкт-Петербурга')
('Q4381930', 'ПрофМедиа', 'ORGANIZATION')	Pred: ('Q4381930', 'ПрофМедиа')
('Q11268', 'Конгресса', 'ORGANIZATION')	Pred: ('Q953070', 'Паркано')
('Q19746', 'Верховный суд Испании', 'ORGANIZATION')	Pred: ('Q19746', 'Верховный суд Испании')
('Q1499053', 'Санкт-Петербургской духовной академии', 'ORGANIZATION')	Pred: ('Q1499053', 'Санкт-Петербургская духовная академия')
('Q30', 'американской', 'COUNTRY')	Pred: ('Q7893191', 'Американская территория')
('Q36704', 'Югославии', 'COUNTRY')	Pred: ('Q24944203', 'Президент Югославии')
('Q5340', 'Мордовии', 'STATE_OR_PROVINCE')	Pred: ('Q4313693', 'Население Мордовии')
('Q789915', 'Госдепартаменте', 'ORGANIZATION')	Pred: ('Q789915', 'Госдепартамент США')
('Q36', 'Польский', 'COUNTRY')	Pred: ('Q809', 'Польский')
('Q550149', 'Дзироэмон Кимура', 'PERSON')	Pred: ('Q550149', 'Дзироэмон Кимура')
('Q11239', 'Рокфеллер', 'PERSON')	Pred: ('Q700993', 'Шталлер')
('Q7156', 'Барселона', 'ORGANIZATION')	Pred: ('Q1492', 'Барселона')
('Q4302422', 'Михаил Моргулис', 'PERSON')	Pred: ('Q4281223', 'Михаил Марголис')
('Q2630', 'Иванова', 'CITY')	Pred: ('Q27554309', 'Иванова')
('Q19463536', 'Умарали Кувватов', 'PERSON')	Pred: ('Q19463536', 'Умарали Кувватов')
('Q1527', 'Миннесота', 'STATE_OR_PROVINCE')	Pred: ('Q3273220', 'Миннесота')
('Q217029', 'шариатского судьи', 'PROFESSION')	Pred: ('Q704912', 'Без судьбы')
('Q645', 'Неву', 'LOCATION')	Pred: ('Q897238', 'Нерун')
('Q2272493', "'Florence", 'CITY')	Pred: ('Q4213623', 'Каравайчук')
('Q526516', "'Ferrero Rocher", 'PRODUCT')	Pred: ('Q1644465', 'Перрюс Леонор')
('Q127885', 'боснийских сербов', 'NATIONALITY')	Pred: ('Q1125372', 'Армия боснийских сербов')
('Q2770', 'Туле', 'CITY')	Pred: ('Q940576', 'Туле')
('Q1959511', 'НИУ ВШЭ', 'ORGANIZATION')	Pred: ('Q1959511', 'НИУ ВШЭ')
('Q806798', 'банкир', 'PROFESSION')	Pred: ('Q1772994', 'Трор')
('Q84', 'Лондоне', 'CITY')	Pred: ('Q1571776', 'Риме')
('Q3009497', 'Cyrus Vance', 'PERSON')	Pred: ('Q202023', 'Герм')
('Q4181748', 'Алексей Журавлёв', 'PERSON')	Pred: ('Q18990671', 'Сергей Журавлёв')
('Q99700', 'Ордена Канады', 'AWARD')	Pred: ('Q99700', 'Орден Канады')
('Q523240', 'Конкорде', 'CITY')	Pred: ('Q2382382', 'Вермде')
('Q1519799', 'Министерстве здравоохранения', 'ORGANIZATION')	Pred: ('Q4434732', 'Министр здравоохранения РФ')
('Q4059225', 'Академии военных наук', 'ORGANIZATION')	Pred: ('Q4059225', 'Академия военных наук')
('Q17126809', 'Спасатели', 'PROFESSION')	Pred: ('Q39722', 'Спасатели')
('Q22', 'шотландского', 'STATE_OR_PROVINCE')	Pred: ('Q4306509', 'Музей шотландского футбола')
('Q1459699', 'Виктор Ющенко', 'PERSON')	Pred: ('Q1459699', 'Виктор Ющенко')
('Q287099', 'Ксения', 'PERSON')	Pred: ('Q43979833', 'Ксения')
('Q7747', 'Владимир Владимирович', 'PERSON')	Pred: ('Q60825096', 'Денисевич Владимир Владимирович')
('Q708130', 'Георгий Боос', 'PERSON')	Pred: ('Q708130', 'Георгий Боос')
('Q724450', 'WBC', 'ORGANIZATION')	Pred: ('Q56313633', 'Рейтинг WBC')
('Q482964', "'Depeche Mode", 'ORGANIZATION')	Pred: ('Q610023', 'Верпель')
('Q363371', 'Летовым', 'PERSON')	Pred: ('Q7239181', 'Липовое')
('Q4219653', 'Геннадий Кернес', 'PERSON')	Pred: ('Q4219653', 'Геннадий Кернес')
('Q75', 'Интернете', 'PRODUCT')	Pred: ('Q449943', 'Сайте')
('Q82955', 'политик', 'PROFESSION')	Pred: ('Q4203811', 'Иска')
